T1/deathrate-Tdeath/Tpopu,Xselected1,Xselected2,Xselected3,Xselected4,Xselected5,Xselected6,Xselected7,Xselected8,Xselected9
0.000282247,3.77239371,2.454126672,1.671707541,1.512893384,0.795322706,1.052119789,0.455545,-0.730093773,-0.508583688
5.81131E-05,5.855793572,2.489761914,2.232321238,2.037802664,1.185183692,0.928057751,0.42155544,-0.957609962,-0.626203874
0.000581061,6.173559725,2.887685282,1.850829679,2.323017402,0.693780222,0.536264176,0.206784304,-0.425397501,-1.105687509
3.37705E-06,5.552154555,3.087957515,1.854741956,2.045562161,1.65879554,0.913707648,0.401124378,-0.353469677,-0.848276392
7.94614E-06,6.848930952,2.918055322,2.02892979,2.279017512,0.818596538,0.716191479,0.270071365,-0.569137018,-0.793968554
0.000306709,5.439250335,2.350426709,1.508524026,0.722832857,1.425490096,0.993594628,0.37838079,-1.268268529,-0.552629545
1.0781E-06,5.108571699,2.467713552,2.196871318,1.662544393,1.284467144,0.942836139,0.558322138,-0.401399534,-0.995146522
4.22332E-05,5.182937021,2.908781967,2.095147824,2.443073569,1.893358644,1.044518955,0.222460427,-0.480983295,-0.53609975
6.04412E-06,4.603135019,3.195121557,2.28756462,1.770888025,1.257760627,0.851841123,0.222104981,-0.697446511,-0.885391516
0,5.228381498,3.35401887,1.412903794,0.660635465,1.054312658,1.078688068,0.536977416,-0.512876535,-0.920983418
0.000109687,4.69936762,2.7145606,1.15435183,1.090989704,0.842665154,1.069124074,0.41200877,-0.327650227,-0.891146555
0.000104202,5.365459431,2.679820414,2.168129281,1.915864538,1.205357269,1.355247987,0.664487594,-0.254030309,-1.438954798
0.000211214,4.617033485,3.075581174,1.988046811,2.391130521,1.7523603,0.977674411,0.081525285,-0.477240313,-0.534998659
0,4.516446777,3.435702693,2.055765644,2.029373217,1.357886149,1.193318151,0.156560627,-0.623233298,-0.888553281
1.64351E-05,6.360046185,3.00313537,2.055513883,2.281658492,0.866407865,0.97770337,0.101531827,-0.713607995,-0.683732496
8.35111E-06,4.796744766,2.699694461,1.954279283,2.394096709,0.812529621,1.053718934,0.111547316,-0.38707805,-1.087598387
6.06838E-06,5.010958349,3.652361262,2.449537255,1.705708523,1.014893425,1.272210107,0.142865252,-0.841640428,-0.811380175
1.44335E-05,4.366922829,3.724945647,2.283731344,1.51342475,0.895058912,0.775621833,0.204377972,-0.86002113,-0.963179924
1.03329E-05,4.064184788,2.532459561,2.230161456,2.249988748,0.959600559,0.942094555,0.443026972,-0.217124647,-1.326353358
2.62213E-05,6.257593378,2.971723571,2.221797398,0.73977999,1.516286938,1.167365802,0.457058555,-0.245911991,-0.596169891
0.000029387,6.37174096,3.00032279,1.845726392,2.134608547,0.849950648,0.799937172,-0.013673778,-0.382450547,-1.208866993
0.000182116,6.854468263,2.906673384,1.836931674,1.68353274,0.920243607,0.621684834,0.278059873,-0.253482079,-1.453630653
0,5.428779942,2.104555656,2.170168437,0.981731363,1.596539865,0.916495631,0.070037988,-0.711548185,-0.610119384
0.000230395,4.243140092,2.880910655,1.66587647,2.312348475,0.469969436,1.050066731,0.941738112,-0.616985036,-0.647336364
3.79184E-06,4.284821939,3.479377308,2.228006574,1.708482918,1.359771482,0.600464791,0.322310615,-0.771054739,-0.97470649
5.69787E-06,4.57805991,3.642377537,2.333171732,1.586408604,1.047128071,0.95593821,0.178367585,-0.941291073,-1.120200475
3.83118E-06,5.626229242,2.591461485,2.277482905,1.864866332,1.44571149,1.291063415,0.529980108,-0.610474738,-1.155973517
2.95999E-05,4.935013398,3.399178873,1.920871576,2.203237289,1.801745422,1.007774912,0.287513814,-0.165421161,-0.873105463
6.1232E-06,4.356605774,3.567570133,1.926845172,1.764243382,1.315134615,0.885995438,0.468658369,-0.697339395,-0.748902704
2.03833E-05,6.486088897,2.944040065,1.771301491,1.945442925,0.913827325,0.74911703,0.155519468,-0.280828218,-1.352085752
0,4.975866221,3.432674466,2.049183736,0.949531446,1.080208154,0.932237961,0.280903194,-0.107767151,-0.556714193
0,5.406500522,2.154464169,2.310025422,0.95854711,1.629417205,0.842022822,0.041244124,-0.571333277,-0.933942311
3.35508E-05,4.30270812,2.969523349,1.976995014,1.648994816,1.128408901,0.756438836,0.459946868,-0.687277924,-1.059861094
7.86308E-06,6.110814647,2.957175796,2.032049518,1.861607196,1.233518742,1.253334665,0.59380829,-0.330639917,-1.161362288
0,3.642779026,2.610723348,1.713475655,1.44025142,0.851666636,0.9058364,0.464196074,-0.782066829,-0.75020304
0.000356775,4.914661035,2.799862042,1.892039402,2.349622566,1.762148031,0.733834636,0.404975775,-0.357060678,-0.813454248
0,5.182943444,3.226368851,2.004637727,0.895138494,1.245560907,1.035911225,0.241101324,-0.278427422,-0.466963994
0.000191127,5.09403812,3.215796201,1.758922871,2.50424449,1.540042603,0.792402735,-0.026152209,-0.222914482,-1.015732029
0.000127408,4.911681542,3.336668141,1.812913416,1.239096717,0.672156717,0.91101714,-0.341475043,0.760895411,-1.128437313
0,5.408783108,3.318603813,1.812447075,1.965180727,1.646506692,1.007640029,-0.076642143,-0.116041741,-1.094425958
7.64256E-05,5.526270566,2.274843845,1.063898101,2.250333212,0.770618715,1.008195394,0.045381918,-1.053473241,-1.267300809
0.00020004,4.078608171,2.950236476,2.156332281,1.54270787,0.77004609,1.045356313,0.273117668,0.094926317,-0.385346025
9.37401E-06,4.956752333,2.729469086,1.825725982,1.921505133,1.129166305,1.14864207,0.266975752,-0.677866087,-1.257179478
3.51939E-07,4.389547427,3.551174813,2.208725196,1.746456502,0.974375655,1.076911759,0.242565187,-0.937089806,-1.027622152
1.10274E-07,4.28393893,2.513900791,0.960527808,2.23625555,1.397137527,0.87143297,0.230394501,-0.684096475,-0.938721767
0,3.882610573,2.357606717,2.228086963,1.631636707,0.97095188,0.822223247,0.12314699,-0.208120899,-0.498271346
3.93559E-06,5.401947028,3.155169105,1.974667726,1.614529885,1.560972055,0.892200796,0.01761061,-0.547227124,-1.178673232
0,4.956301378,3.172001792,1.386990041,0.884298824,0.918644244,1.073081065,0.528118324,-0.497599274,-0.729861735
1.78468E-06,4.536160097,3.253355802,1.667246492,2.02539967,1.277567341,0.934801339,0.22374213,-0.625929655,-1.220660377
0.000358742,6.838504517,3.022285269,2.008395179,1.881617938,0.936987397,0.780010894,0.45377405,-0.586181962,-0.7839992
0,4.159069647,2.41793738,2.302206543,2.411658463,0.874856441,0.825750667,0.748998273,-0.243162509,-0.827725068
4.5622E-06,6.826524594,3.062723225,2.052138185,1.569086897,1.114951373,0.78022103,0.519784237,-0.430390589,-0.94064288
1.75106E-05,4.54040522,2.863339487,2.104389892,1.888939945,0.934879256,0.941420947,0.663721024,-0.287053175,-0.905212792
2.85046E-06,4.283454872,3.516627347,1.983687792,1.484694704,0.968540624,0.870969023,0.42443053,-1.053589259,-1.141700171
4.25925E-06,4.146682842,2.971702056,2.181763311,1.94823359,1.400225958,0.752279972,0.315536911,-0.699796808,-0.945530269
0,4.044191221,2.647594782,2.413022941,1.559103933,1.058200314,0.971046111,0.169396081,-0.271943998,-0.417152206
4.70372E-05,6.925568004,3.031845963,2.098268372,1.753068097,0.97390562,0.753384341,0.588921219,-0.483252087,-0.943190715
0.000082442,5.306236666,2.888744237,1.879246847,1.894437346,2.12494402,0.835557002,0.613269625,-0.305427114,-1.369714916
2.69407E-05,4.321238231,2.780397531,1.764665292,2.190500793,1.533669484,0.911355255,0.311592535,-0.794468067,-0.9851068
0,5.397401426,3.119634486,1.978639598,0.908820023,1.137429194,0.917385931,0.226043993,-0.091559882,-0.613750213
0.000323772,5.530436717,3.039545861,2.067827965,1.66130745,1.012697335,0.877548742,0.489988773,-0.216917349,-0.829733854
2.23538E-07,4.807102,3.217472027,2.019315094,2.05491788,0.950181459,1.426309146,0.44691048,-0.494851398,-0.965862545
6.58953E-06,5.009720693,3.32062912,1.890488906,2.05051559,1.634710426,0.811527499,0.371874553,-0.172346759,-0.744543637
0.000576886,5.192739487,2.856099117,2.12264492,1.76590885,1.020315991,0.789170016,0.444436573,-0.354458874,-0.821558619
1.80962E-05,4.874233414,2.79955082,1.971447182,2.242185049,1.826394669,0.894658426,0.199893355,-0.628680454,-0.67980488
0.000045156,6.234736746,2.956696683,2.077137211,2.104601351,0.92861111,0.974341742,0.221245712,-0.553908501,-0.700308687
0.000169368,6.597058342,3.04910308,2.002275533,2.031729542,0.927384418,0.819688008,0.440368642,-0.546124501,-0.831006698
7.48032E-05,5.63575157,2.360530926,2.204310381,1.939410213,1.232583811,0.624063651,0.587772708,-0.600090303,-0.958189991
5.93532E-05,5.841075855,2.549984222,2.298306323,1.722645504,1.31252175,1.374915482,0.961674167,-0.177537702,-1.710884409
0,5.098325862,2.134277725,2.333018634,1.147211111,1.591123768,0.968457018,0.205627404,-0.822525395,-0.68694361
0.000119765,5.88879309,3.056058666,2.138509975,2.36743168,0.791174885,1.04509549,0.290721947,-0.554453258,-0.69861412
9.45767E-05,5.013239266,2.431988644,2.137453813,2.773231092,0.802992732,0.970001191,-0.341675274,-0.60622295,-1.155550153
3.86035E-07,5.013661308,3.13213621,2.535889496,1.451248263,1.398283983,0.944062754,0.278787086,-1.220206818,-1.053386489
0,3.839805755,2.324326561,2.081555326,1.649495189,0.941428232,0.743967421,-0.073103375,-0.097691137,-0.770830849
0,4.138262157,2.933905996,2.279591307,1.732154233,0.836645491,1.266864091,0.551553891,0.205470039,-0.579529933
0,4.232775224,3.161318772,1.727259293,2.498927687,1.273442599,0.79283151,0.799143081,-0.006241045,-0.567102491
0,4.321071565,2.928650607,2.232843388,2.231652436,0.703472482,1.030912997,0.656177789,0.040314266,-0.613188811
0,5.679031832,3.044979737,2.158520965,0.842444357,1.416008068,1.048645028,0.242781335,-0.134692415,-0.820843059
0.001237551,4.76444211,3.151247969,1.765345012,1.22708876,0.72878743,0.916889852,0.025968442,0.563949088,-0.943315558
6.84428E-05,4.850125115,3.565207007,2.025503519,1.482348655,1.284349699,0.888285481,0.451620507,-0.340156911,-0.646528178
8.23235E-05,5.110267786,2.328161443,2.337771628,2.037817753,1.397333112,1.252197509,0.741844749,-0.591140503,-1.390546656
1.21835E-05,4.935209881,3.175969957,1.89832761,1.411811417,1.287517432,0.894838267,0.386596191,-0.90110739,-0.942807147
8.30321E-05,5.589813796,3.123858366,1.388435382,2.559216182,1.554131389,0.955966461,0.007698378,-0.046378982,-0.985190775
0,5.824892775,3.084776443,1.81035474,1.755627591,1.027896949,1.266242681,0.549114914,-0.394983446,-1.057226587
8.39916E-06,4.51965315,3.880279504,2.07344379,1.611645487,1.055487487,1.129369667,0.205234241,-0.993785844,-1.242144061
4.61511E-06,6.702399868,2.744224461,2.097345748,1.673062065,1.176542508,1.005400245,0.697241981,-0.243557911,-1.381131566
0.000349797,3.748046531,2.186253965,1.310441498,1.519203219,0.7518324,0.947517358,0.273885613,-0.42026925,-0.91313983
5.12854E-06,5.927070485,3.038000057,1.383464077,1.962933424,0.782445456,1.350266703,0.595086094,-1.07317919,-0.653464925
5.62789E-05,6.451739755,3.019016918,1.858732343,2.023856281,0.870202583,0.766486004,0.228626073,-0.264920333,-1.254337621
0,4.768803766,3.404442341,1.452324103,0.8518466,0.929006049,1.047154904,0.577151899,-0.546014276,-0.806884008
5.85155E-06,3.635204324,2.875513498,2.162434503,1.813993128,0.952116343,0.018064232,0.385726117,-0.949168712,-1.214874002
0.000131718,5.338226182,3.076633357,2.015843652,1.906792333,1.447301149,0.887824717,0.079470502,-0.663251709,-0.991372136
5.87097E-06,6.098513292,2.692807266,2.150293198,2.186680591,1.143912146,1.234961237,0.252911051,-0.73664622,-0.549884179
4.10944E-06,3.932433853,2.367514537,1.299434144,1.840642587,0.691426249,1.009377595,0.577343742,-0.348012255,-0.994317022
0,5.692433066,2.721409047,2.214253824,0.968018216,1.358913236,0.881726384,0.333564872,-0.473281249,-0.529079764
5.13701E-07,5.170213183,2.519248875,2.216382072,2.054156242,1.211898678,0.923040935,0.276000888,-0.628190836,-0.96055858
0,3.84297945,2.338539366,2.104183778,1.653509767,0.950931421,0.743570884,-0.070928253,-0.092520209,-0.768473716
1.65339E-05,3.969953346,2.899164758,2.24374953,2.079913041,1.201053874,0.98664757,0.647164338,-0.507533433,-1.134060878
4.43206E-05,5.234554171,3.300955211,1.862885036,2.173712447,1.552476292,1.152043981,0.298352876,-0.194540956,-0.939090756
3.44779E-05,4.06992149,3.114437185,2.390763017,2.121902743,0.995536602,1.023698788,0.322162567,-0.428993732,-0.674906999
0.000568259,6.818007737,2.946302148,2.057043955,1.830416265,0.959757245,0.641396462,0.510716364,-0.618030245,-0.803462054
0.000196774,6.994802193,2.942401211,2.041539377,1.87905954,0.934145009,0.704775843,0.492355392,-0.551370987,-0.933421637
2.34277E-06,3.872911266,2.77439826,1.925357973,2.10315287,1.466210278,0.574748323,0.249799022,-0.324975477,-0.72890509
2.9391E-07,5.989800784,2.923389188,2.068786863,1.455474672,1.234357253,0.944457403,0.56315596,-0.523694458,-0.562706128
6.29086E-06,4.286970843,3.181160224,2.175954281,2.149476978,1.47954453,0.77693535,0.410703341,-0.081937763,-0.701332891
3.51557E-07,4.49302844,3.433823216,2.111802618,1.80846291,1.409246202,0.757525138,0.069098998,-0.673137159,-1.242855525
8.30946E-07,5.136002391,2.672708959,1.971635357,2.560722769,1.856954353,0.833750894,0.343248321,-0.636722937,-0.75377276
0,4.638274691,2.726951073,1.106268393,1.976586014,1.162219548,1.413014835,-0.280445997,-0.781339894,-1.439315576
2.17424E-06,4.410488625,3.365399513,2.214388764,1.679935421,1.048131815,0.940529722,0.442947388,-0.745573721,-0.904480204
0,5.369918655,3.212806775,2.144064397,0.891933706,1.255632186,0.969244837,0.242410156,-0.094435429,-0.770994651
5.71636E-06,5.407235015,3.123129814,1.91277465,2.18300695,1.7372167,0.826926138,0.663795771,-0.174170846,-0.563360943
4.23061E-06,5.103794416,2.912894177,1.793740351,2.414933195,1.799406947,1.176368057,0.276866135,-0.781385096,-0.565525765
6.72761E-05,5.101901557,2.567064016,2.27655635,2.277854335,1.090602404,1.239589047,0.433235059,-0.745841233,-0.755416243
0,4.215414201,2.851484505,2.332941181,1.44816646,1.065791864,0.926287552,0.110869484,-0.050899971,-0.98859786
5.16556E-05,3.873485243,2.390750973,2.262469045,1.627921882,0.971937339,0.807087093,0.114220681,-0.228454278,-0.512815205
0,5.254746049,3.352422791,1.358128175,0.644949531,1.023406107,1.06646969,0.491954492,-0.427172612,-0.940651875
4.37244E-08,4.452273668,3.179234548,2.327569035,1.65982838,1.301625794,0.808872583,0.248533121,-0.914540584,-0.966676073
3.82542E-05,5.1730984,3.012291152,2.28760592,2.731876469,0.739778795,1.201355746,0.140280164,-0.610465604,-0.648480547
0.000035489,5.877634249,2.638311855,2.198315672,1.684398949,1.438037715,1.424623065,0.778122697,-0.348845867,-1.596048517
0.000677592,6.544781319,2.920091185,2.068182092,1.981714566,0.915424242,0.71711718,0.49496168,-0.716944983,-0.630480181
0.000459422,6.5163955,2.713082021,2.216436303,2.001397087,0.979595407,0.63407433,0.667930938,-0.701791255,-0.86044519
7.66115E-05,4.135079182,2.258001485,1.28059876,2.449283723,0.487024025,0.67059943,0.690832134,-0.538766549,-1.038336709
1.00756E-05,6.314098437,3.106619487,2.067210627,1.718028577,1.041194366,0.865789103,0.386939585,-0.43579394,-0.78573389
4.09332E-06,4.535401318,2.913220941,2.334151489,2.054765617,1.044393264,1.064247587,0.157543958,-0.253360777,-1.165758723
0,5.123570671,3.196486134,1.806680425,0.856377143,1.110336426,0.957934968,0.309801647,-0.328789433,-0.800998691
5.55635E-06,4.28512115,2.703774062,2.256029459,2.110327006,0.838847958,0.930249279,0.540634586,-0.144287286,-0.657872651
0,5.090845529,2.970365436,1.947300429,2.254617133,1.840467244,1.004777292,0.189995127,-0.390325172,-0.922248895
0,3.848907966,2.249115755,1.773768602,1.589470401,0.867541244,0.949288924,0.20494689,-0.33730566,-0.459693119
0,4.433896222,2.536080144,1.767006502,1.58227619,1.096138202,0.943611489,0.766435116,-1.176255538,-0.672014137
