T1/deathrate-Tdeath/Tpopu,T2/deathrate-Tdeath/Tcases,Total_deaths-July30,Population,Total_cases-July30,Total_tests_June20,Population_density,Area (sq. mi.),Net migration,GDP_per_capita,GNP per Capita,Literacy (%),Climate,Birthrate,Industry,Agriculture,Deathrate,median_age,aged_65_older,aged_70_older,extreme_poverty,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_100k,Political_stability,Physical Integrity Rights Index,Disappearance,Extrajudicial Killing,Political Imprisonment,Torture,Freedom of Religion (New),Independence of Judiciary,Inflation,Migration,Control of Corruption: Percentile Rank,Government Effectiveness: Percentile Rank,Political Stability and Absence of Violence/Terrorism: Percentile Rank,Regulatory Quality: Percentile Rank,Rule of Law: Percentile Rank,Voice and Accountability: Percentile Rank
0.000197267,0.054949756,16569,83992953,301530,214761,49.831,1648000,-0.84,19082.62,0,79.4,1,17,0.424,0.116,5.55,32.4,5.44,3.182,0.2,9.59,0.8,21.1,0,1.5,0,0,0,0,0,0,0,0,0,0,15.86539,37.5,10.95238,7.692307,25,12.80788
0.000116129,0.038519581,4671,40222503,121263,3459,88.125,437072,0,15663.986,4770,40.4,1,31.98,0.666,0.073,5.37,20,3.186,1.957,2.5,8.83,0,0,94.576,1.4,0.4761905,3,2,1,0,0,0,0,16.2,39171,7.211538,9.134615,1.428571,9.134615,3.365385,21.18227
0.000357042,0.06773735,1763,4937796,26027,423125,69.874,70280,4.99,67335.293,55290,98,3,14.45,0.46,0.05,7.82,38.7,13.928,8.678,0.2,3.28,23,25.7,0,2.96,69.04762,6,2,2,2,0,2,2,-0.308372846,23497,90.86539,89.90385,86.19048,92.78846,89.90385,92.11823
0.000282247,0.071428571,24,85032,336,2310929,147.872,572,5.36,21000,0,0,3,11.05,0.13,0.01,11.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.81E-05,0.007147018,503,8655541,70379,11448,402.606,20770,0.68,33132.32,37270,95.4,3,17.97,0.317,0.026,6.18,30.6,11.733,7.359,0.5,6.74,15.4,35.4,0,2.99,10.95238,2,2,0,0,0,1,2,0.152206125,50002,79.32692,86.05769,15.2381,86.53846,80.76923,69.95074
0.000581061,0.142143892,35132,60461828,247158,6095,205.859,301230,2.07,35220.084,31020,98.6,0,8.72,0.291,0.021,10.4,47.9,23.021,16.24,2,4.78,19.8,27.8,0,3.18,40.95238,6,2,1,2,1,2,1,0.629108923,350000,62.01923,68.26923,57.61905,73.55769,61.53846,81.7734
3.38E-06,0.011574074,10,2961161,864,186343,266.879,10991,-4.92,8193.571,4750,87.9,2,20.82,0.337,0.049,6.52,31.4,9.684,6.39,0,11.28,5.3,28.6,66.425,1.7,41.42857,5,2,0,2,1,2,1,6.954563136,-93000,50,70.67308,62.85714,62.98077,46.15385,68.96552
7.95E-06,0.029756618,1005,126476458,33774,97110,347.778,377835,0,39002.223,38550,99,3,9.37,0.258,0.017,9.16,48.2,27.049,18.493,0,5.72,11.2,33.7,0,13.05,72.38095,6,2,2,2,0,1,2,-0.215152805,250000,89.42308,94.23077,88.09524,87.98077,90.38461,80.29556
0.000306709,0.092537313,31,101073,335,353843,0,116,2.76,24800,0,0,3,9.3,0.02,0.05,9.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.69231,87.5,93.33334,75.48077,94.23077,91.62562
1.08E-06,0.009235936,11,10203140,1191,25861,109.285,92300,6.59,8337.49,3980,91.3,1,21.25,0.287,0.033,2.65,23.2,3.81,2.361,0.1,11.75,0,0,0,1.4,16.66667,3,1,1,1,0,0,1,1.654327085,0,60.57692,57.21154,31.42857,58.65385,60.57692,28.07882
4.22E-05,0.00890231,793,18776707,89078,196397,6.681,2717300,-3.35,24055.588,7890,98.4,4,16,0.386,0.067,9.42,30.6,6.991,4.625,0.1,7.11,7,43.1,98.999,6.7,32.85714,2,0,1,1,0,0,0,6.380392334,0,36.05769,54.32692,45.71429,60.09615,35.57692,15.76355
6.04E-06,0.016320996,325,53771300,19913,59490,87.324,582650,-0.1,2993.028,1440,85.1,1.5,39.72,0.188,0.163,14.02,20,2.686,1.528,36.8,2.92,1.2,20.4,24.651,1.4,8.571428,4,2,1,1,0,0,0,2.701080066,-50000,19.23077,38.94231,12.38095,43.75,37.98077,34.97537
0,0,0,119446,0,2505,0,811,0,800,2780,0,2,30.65,0.242,0.089,8.26,0,0,0,0,0,0,0,0,0,62.38095,8,2,2,2,2,2,2,1.642459979,-2126,64.90385,41.34615,86.66666,22.11539,69.71154,87.68473
0.000109687,0.026159921,212,1932774,8104,0,0,0,0,9795.834,3890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.23809,7,2,2,2,1,1,1,-0.251153751,0,35.57692,37.98077,24.28572,41.34615,40.38462,39.90148
0.000104202,0.006688812,445,4270563,66529,0,232.128,17820,14.18,65530.537,31430,83.5,1,21.94,0.479,0.004,2.41,33.7,2.345,1.114,0,15.84,2.7,37,0,2,31.42857,5,2,1,1,1,1,1,11.94655227,100000,45.19231,49.51923,52.38095,54.32692,60.09615,30.54187
0.000211214,0.038486245,1378,6524191,35805,2338,32.333,198500,-2.45,3393.474,0,97,2.5,22.8,0.208,0.353,7.08,26.3,4.489,2.882,1.4,7.11,3.6,50.5,89.22,4.5,0,2,0,1,1,0,0,1,0,0,16.34615,28.84615,25.23809,37.98077,17.78846,33.99015
0,0,0,7275556,20,900,29.715,236800,0,6397.36,0,66.4,2,35.49,0.287,0.455,11.55,24.4,4.029,2.322,22.7,4,7.3,51.2,49.839,1.5,0,5,2,2,1,0,0,1,0,0,15.38461,24.51923,60,20.67308,18.75,4.433497
1.64E-05,0.0252443,31,1886202,1228,156493,31.212,64589,-2.23,25063.846,14740,99.8,3,9.24,0.261,0.04,13.66,43.9,19.754,14.136,0.7,4.91,25.6,51,0,5.57,50.47619,6,2,2,1,1,2,1,3.058498607,-50000,64.42308,79.80769,60.95238,85.57692,79.32692,74.87685
8.35E-06,0.013151823,57,6825442,4334,50533,594.561,10400,0,13367.565,8310,87.4,0,18.52,0.21,0.12,6.21,31.1,8.514,5.43,0,12.71,26.9,40.7,0,2.9,5.238095,3,1,1,1,0,1,0,2.457163488,-150000,12.01923,25.96154,7.142857,38.46154,23.55769,32.0197
6.07E-06,0.021523179,13,2142252,604,0,73.562,30355,-0.74,2851.153,1280,84.8,3,24.75,0.443,0.163,28.71,22.2,4.506,2.647,59.6,3.94,0.4,53.9,2.117,0,23.33333,7,2,2,2,1,2,2,-1.112142211,-19998,53.84615,18.26923,38.57143,33.17308,41.34615,50.73891
1.44E-05,0.061812024,73,5057677,1181,3907,49.127,111370,0,752.788,380,57.5,2,44.77,0.054,0.769,23.1,19.2,3.057,1.756,38.6,2.42,1.5,18.1,1.188,0.8,18.09524,5,2,1,1,1,2,1,0.252206719,-25000,20.19231,8.653846,40,14.42308,16.82692,43.34975
1.03E-05,0.022036002,71,6871287,3222,961,3.623,1759540,0,17881.509,6540,82.6,0,26.49,0.499,0.076,3.48,29,4.424,2.816,0,10.43,0,0,0,3.7,0.4761905,0,0,0,0,0,0,0,24.43956581,-9997,2.884615,1.923077,1.904762,1.442308,2.403846,6.896552
2.62E-05,0.011235955,1,38137,89,222150,237.012,160,4.85,25000,0,100,4,10.21,0.39,0.06,7.18,0,0,0,0,7.77,0,0,0,2.397,87.14286,8,2,2,2,2,2,2,0,0,95.67308,95.19231,98.09524,90.86539,92.30769,92.61084
2.94E-05,0.038797284,80,2722291,2062,9863,45.135,65200,-0.71,29524.265,15200,99.6,0,8.75,0.325,0.055,10.98,43.5,19.002,13.778,0.7,3.67,21.3,38,0,6.56,63.33333,7,2,2,2,1,1,2,4.254472523,-25000,68.75,80.76923,72.85714,82.69231,79.80769,77.83251
0.000182116,0.017230955,114,625976,6616,2172,231.447,2586,8.97,94277.965,70260,100,0,11.94,0.13,0.01,8.41,39.7,14.312,9.842,0.2,4.42,20.9,26,0,4.51,81.42857,8,2,2,2,2,2,2,2.129662112,25001,97.11539,95.67308,96.19048,95.19231,95.67308,96.55173
0,0,0,649342,0,38337,0,28,4.86,19400,0,94.5,2,8.48,0.072,0.001,4.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.92308,85.57692,92.85714,93.26923,81.25,42.85714
0.000230395,0.045184976,480,2083380,10623,0,82.6,25333,-1.45,13111.214,0,0,3,12.02,0.319,0.118,8.77,39.1,13.26,8.16,5,10.08,0,0,0,4.28,0,4,2,1,1,0,1,0,0,0,0,0,0,0,0,0
3.79E-06,0.009769259,105,27691019,10748,1842,43.951,587040,0,1416.44,400,68.9,2,41.41,0.165,0.276,11.11,19.6,2.929,1.686,77.6,3.94,0,0,50.54,0.2,20.95238,3,2,1,0,0,1,0,8.280734365,-7500,14.90385,11.05769,28.09524,23.55769,21.15385,36.4532
5.70E-06,0.027380055,109,19129955,3981,55494,197.519,118480,0,1095.042,320,62.7,2,43.13,0.158,0.342,19.33,18.1,2.979,1.783,71.4,3.94,4.4,24.7,8.704,1.3,23.33333,5,2,1,1,1,2,2,13.46150517,-60000,25,22.11539,34.28571,25.48077,39.90385,42.36453
3.83E-06,0.01383311,124,32365998,8964,3400,96.254,329750,0,26808.164,9650,88.7,2,22.86,0.48,0.084,5.05,29.9,6.293,3.407,0.1,16.74,1,42.4,0,1.9,39.52381,3,2,1,0,0,0,1,3.819562194,250000,63.94231,81.25,54.28571,74.03846,74.51923,41.37931
2.96E-05,0.004302232,16,540542,3719,105664,1454.433,300,0,15183.616,9570,97.2,2,34.81,0.18,0.2,7.06,30.6,4.12,2.875,0,9.19,2.1,55,95.803,0,39.52381,6,2,2,1,1,0,0,0.032873497,9758,17.30769,35.09615,50.47619,33.65385,31.73077,30.04926
6.12E-06,0.049167328,124,20250834,2522,20447,15.196,1240000,-0.33,2014.306,770,46.4,2,49.82,0.17,0.45,16.89,16.4,2.519,1.486,0,2.42,1.6,23,52.232,0.1,3.809524,6,2,1,2,1,2,0,1.542536317,-200000,26.92308,15.38461,5.238095,30.76923,21.63461,36.94581
2.04E-05,0.012016021,9,441539,749,0,1454.037,316,2.07,36513.323,23810,92.8,0,10.22,0.23,0.03,8.1,42.4,19.426,11.324,0.2,8.83,20.9,30.2,0,4.485,79.04762,7,2,2,1,2,2,2,2.52882974,4501,71.63461,78.84615,93.80952,88.46154,82.21154,83.74384
0,0,0,59194,0,9093,0,11854,-6.04,1600,4800,93.7,2,33.05,0.149,0.317,4.78,0,0,0,0,0,0,0,0,0,19.52381,8,2,2,2,2,2,2,0.019512195,0,54.80769,6.25,77.61905,10.09615,52.88462,87.68473
0,0,0,375265,0,7816,0,1100,-0.05,14400,0,97.7,2,13.74,0.11,0.06,6.48,0,0,0,0,0,0,0,0,0,65.71429,0,0,0,0,0,0,0,0,0,86.53846,82.69231,84.28571,85.09615,78.84615,0
3.36E-05,0.024880383,156,4649660,6270,36,4.289,1030700,0,3597.633,1100,41.7,1,40.99,0.29,0.25,12.16,20.3,3.138,1.792,6,2.42,0,0,15.95,0,13.80952,2,1,1,0,0,0,0,4.199952771,25502,23.07692,22.59615,22.38095,19.71154,26.44231,24.13793
7.86E-06,0.029069767,10,1271767,344,52958,622.962,2040,-0.9,20292.745,10140,85.6,2,15.43,0.298,0.059,6.86,37.4,10.945,5.884,0.5,22.02,3.2,40.7,0,3.4,67.14286,7,2,2,2,1,2,2,1.912740183,0,62.98077,77.40385,79.04762,81.73077,76.92308,72.4138
0,0,0,272813,0,3041,0,374,6.78,2600,0,0,2,40.95,0,0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.000356775,0.110529364,46000,128932753,416179,0,66.444,1972550,-4.87,17336.469,8610,92.2,1.5,20.69,0.259,0.038,4.74,29.3,6.857,4.321,2.5,13.06,6.9,21.4,87.847,1.38,13.80952,2,0,1,1,0,1,0,6.133853849,-300000,18.75,47.59615,25.71428,60.57692,27.40385,45.81281
0,0,0,548927,0,9980,0,702,-20.99,2000,0,89,2,24.68,0.152,0.289,4.75,0,0,0,0,0,0,0,0,0,0,7,2,2,2,1,2,2,0,0,75.48077,48.07692,94.7619,14.90385,53.84615,87.68473
0.000191127,0.0321961,771,4033963,23947,1122,123.655,33843,-0.26,5189.972,2180,99.1,0,15.7,0.233,0.213,12.64,37.6,10.864,6.955,0.2,5.72,5.9,44.6,86.979,5.8,25.23809,5,2,2,1,0,1,0,6.275456651,-14318,25.96154,35.57692,32.85714,51.92308,37.01923,40.8867
0.000127408,0.041666667,5,39244,120,67066,19347.5,2,7.75,27000,0,99,0,9.19,0,0.17,12.91,0,0,0,0,5.46,0,0,0,13.8,84.7619,8,2,2,2,2,2,2,0,0,0,0,99.52381,0,0,71.42857
0,0,0,3278292,291,243277,1.98,1564116,0,11840.846,3290,97.8,1,21.59,0.214,0.206,6.95,28.6,4.031,2.421,0.5,4.82,5.5,46.5,71.18,7,63.80952,6,2,2,2,0,1,1,10.58966574,-15001,39.90385,45.67308,74.28571,54.80769,44.71154,57.14286
7.64E-05,0.015619915,48,628062,3073,0,46.28,0,0,16409.288,7350,0,0,0,0,0,0,39.1,14.762,9.395,1,10.08,44,47.9,0,3.861,32.38095,0,0,0,0,0,0,0,2.72240441,-2400,58.17308,58.17308,50.95238,65.86539,57.69231,50.2463
0.00020004,0.076923077,1,4999,13,5213,0,102,0,3400,0,97,2,17.59,0,0,7.1,0,0,0,0,0,0,0,0,0,0,7,2,2,2,1,2,0,0,0,0,0,0,0,0,0
9.37E-06,0.014875962,346,36910558,23259,168023,80.08,446550,-0.98,7485.013,2860,51.7,0,21.98,0.357,0.217,5.58,29.6,6.769,4.209,1,7.14,0.8,47.1,0,1.1,18.57143,3,1,1,0,1,0,0,-6.60E-09,-257096,47.59615,46.63462,33.80952,42.78846,49.51923,29.55665
3.52E-07,0.006084071,11,31255435,1808,0,37.728,801590,0,1136.103,420,47.8,2,35.18,0.348,0.262,21.35,17.7,3.158,1.87,62.9,3.3,5.1,29.1,12.227,0.7,9.523809,5,2,1,2,0,2,0,9.772024759,-25000,24.03846,17.78846,19.04762,24.03846,14.42308,32.51231
1.10E-07,0.016997167,6,54409794,353,0,81.721,0,0,5591.597,0,0,0,0,0,0,0,29.1,5.732,3.12,6.4,4.61,6.3,35.2,79.287,0.9,0,0,0,0,0,0,0,0,0,0,30.28846,12.5,10.47619,22.59615,15.38461,23.64532
0,0,0,57557,0,429458,119.878,477,9.61,12500,0,97,2,19.43,0,0,2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.94E-06,0.004873294,10,2540916,2052,5409,3.078,825418,0,9541.808,4600,84,1,24.32,0.315,0.097,18.86,22,3.552,2.085,13.4,3.94,9.7,34.2,44.6,0,58.57143,4,2,1,0,1,2,2,6.821714114,-2236,65.38461,56.25,68.09524,51.44231,61.05769,63.05419
0,0,0,0,0,21208,0,21,0,5000,10220,0,2,24.76,0,0,6.7,0,0,0,0,0,0,0,0,0,32.38095,8,2,2,2,2,2,2,3.407043974,0,33.65385,50.48077,63.33333,52.88462,25.48077,71.42857
1.78E-06,0.002660255,52,29136808,19547,17836,204.43,147181,0,2442.804,790,45.2,0,30.98,0.21,0.38,9.31,25,5.809,3.212,15,7.26,9.5,37.8,47.782,0.3,13.80952,4,2,1,1,0,1,1,7.585506745,-350000,27.40385,16.82692,23.80952,23.07692,33.65385,39.40887
0.000358742,0.113911384,6147,17134873,53963,189657,508.544,41526,2.91,48472.545,46180,99,3,10.9,0.244,0.021,8.68,43.2,18.779,11.881,0,5.29,24.4,27.3,0,3.32,66.19048,8,2,2,2,2,2,2,1.146152349,80000,96.15385,96.63461,78.09524,99.03846,96.15385,97.04433
0,0,0,285491,22,244778,15.342,19060,0,15000,0,91,2,18.11,0.088,0.15,5.69,33.4,9.954,6.489,0,23.36,0,0,0,0,0,0,0,0,0,0,0,0,0,5664,0,0,0,0,0,0
4.56E-06,0.018181818,22,4822233,1210,34511,18.206,268680,4.05,36085.843,38970,99,3,13.76,0.273,0.043,7.53,37.9,15.322,9.72,0,8.08,14.8,17.2,0,2.61,93.33334,8,2,2,2,2,2,2,3.415912885,74403,99.51923,93.75,99.04762,98.55769,98.07692,99.50739
1.75E-05,0.031590414,116,6624554,3672,38014,51.667,129494,-1.22,5321.444,2130,67.5,2,24.51,0.275,0.165,4.45,27.3,5.445,3.519,3.2,11.47,0,0,0,0.9,31.42857,4,2,1,1,0,1,0,4.911494311,-106342,12.98077,19.23077,18.09524,25,14.90385,18.71921
2.85E-06,0.060846561,69,24206636,1134,2402,16.955,1267000,-0.67,926,360,17.6,1,50.73,0.17,0.39,20.91,15.1,2.553,1.378,44.5,2.42,0.1,15.4,8.978,0.3,7.619048,5,2,1,1,1,2,1,-0.109841133,-28497,31.25,20.19231,11.42857,27.88461,30.28846,31.03448
4.26E-06,0.020567359,878,206139587,42689,11913,209.588,923768,0.26,5338.454,2080,68,1.5,40.43,0.487,0.269,16.94,18.1,2.751,1.447,0,2.42,0.6,10.8,41.949,0,3.809524,0,0,0,0,0,1,0,11.11654486,-300000,13.46154,14.90385,4.285714,17.30769,18.26923,33.49754
0,0,0,0,0,68627,0,120540,0,1300,0,99,3,15.54,0.34,0.3,7.13,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.923077,5.288462,32.38095,0,4.807693,0
4.70E-05,0.027802006,255,5421242,9172,140134,14.462,323802,1.74,64800.057,75990,100,3,11.46,0.415,0.021,9.4,39.7,16.821,10.813,0.2,5.31,19.6,20.7,0,3.6,73.80952,8,2,2,2,2,2,2,3.845490451,140000,97.59615,97.59615,90.47619,95.67308,99.51923,100
8.24E-05,0.00531841,421,5106622,79159,410468,14.98,212460,0.28,37960.709,14440,75.8,1,36.24,0.39,0.027,3.81,30.7,2.355,1.53,0,12.61,0.5,15.6,97.4,1.6,60.95238,3,1,1,0,1,0,1,9.003928634,605000,62.5,60.09615,68.57143,64.90385,68.26923,19.70443
2.69E-05,0.021383015,5951,220892331,278305,470234,255.573,803940,-2.77,5034.708,1580,45.7,1,29.74,0.251,0.216,8.23,23.5,4.495,2.78,4,8.35,2.8,36.7,59.607,0.6,0.4761905,0,0,0,0,0,0,0,4.00052159,-1071778,23.55769,26.92308,3.333333,27.40385,27.88461,25.61576
0,0.00566114,84,0,14838,112963,0,458,2.85,9000,12530,92,2,18.03,0.12,0.062,6.8,0,0,0,0,0,0,0,0,0,44.28571,8,2,2,2,2,2,2,0.036501969,0,33.65385,52.40385,77.61905,55.76923,62.01923,87.68473
0.000323772,0.021763176,1397,4314768,64191,17200,55.133,78200,-0.91,22267.037,13100,92.6,2,21.74,0.156,0.068,5.36,29.7,7.918,5.03,2.2,8.33,2.4,9.9,0,2.3,47.61905,7,2,2,2,1,2,1,1.510338325,31448,32.21154,51.92308,56.19048,66.34615,52.40385,68.47291
2.24E-07,0.027777778,2,8947027,72,217139,18.22,462840,0,3823.194,2410,64.6,2,29.36,0.381,0.353,7.25,22.6,3.808,2.142,0,17.65,23.5,48.8,0,0,14.7619,6,2,2,2,0,2,2,5.51373687,-1001,17.78846,24.03846,22.85714,31.25,23.07692,48.76847
6.59E-06,0.009026311,47,7132530,5207,4633731,17.144,406750,-0.08,8827.01,3920,94,2,29.1,0.207,0.224,4.49,26.5,6.378,3.833,1.7,8.27,5,21.6,79.602,1.3,38.57143,6,2,1,2,1,2,0,5.541297547,-82365,20.67308,34.13462,42.38095,48.55769,32.21154,49.26109
0.000576886,0.046678217,19021,32971846,407492,37315,25.129,1285220,-1.05,12236.706,5970,90.9,1.5,20.48,0.27,0.08,6.23,29.1,7.151,4.455,3.5,5.95,4.8,0,0,1.6,25.23809,5,2,1,1,1,1,1,3.939754649,-179540,34.61538,44.23077,37.14286,71.15385,32.69231,55.17241
1.81E-05,0.022187661,1983,109581085,89374,649388,351.873,300000,-1.5,7599.188,3660,92.6,2,24.89,0.326,0.144,5.41,25.2,4.803,2.661,0,7.07,7.8,40.8,78.463,1,8.571428,1,1,0,0,0,1,1,2.32070851,-650000,34.13462,55.28846,12.85714,56.73077,34.13462,47.78325
4.52E-05,0.037951633,1709,37846605,45031,318,124.027,312685,-0.49,27216.445,12710,99.8,3,9.85,0.311,0.05,9.89,41.8,16.763,10.202,0,5.91,23.3,33.1,0,6.62,53.33333,6,2,2,1,1,2,2,2.010425084,-50002,74.51923,75,65.71429,78.36539,66.82692,71.92118
0.000169368,0.033950617,1727,10196707,50868,446,112.371,92391,3.57,27936.896,19820,93.3,3,10.72,0.274,0.053,10.5,46.2,21.502,14.924,0.5,9.85,16.3,30,0,3.39,70.95238,7,2,2,2,1,2,2,1.36882027,-30001,80.28846,86.53846,89.52381,78.84615,85.09615,88.66995
7.48E-05,0.012913348,214,2860840,16572,0,376.232,13790,-1.46,35044.67,0,94.1,2,12.77,0.45,0.01,7.65,38.2,15.168,9.829,0,12.9,0,0,0,0,45.23809,0,0,0,0,0,0,0,0,-70002,59.13462,47.11538,59.04762,79.32692,73.07692,64.03941
5.94E-05,0.001548072,171,2881060,110460,0,227.322,11437,16.29,116935.6,61070,82.5,1,15.56,0.801,0.002,4.72,31.9,1.307,0.617,0,16.52,0.8,26.9,0,1.2,53.33333,6,1,2,1,2,0,1,8.212507658,200000,77.40385,74.51923,69.04762,70.67308,75.48077,14.28571
0,0,0,895308,0,2660,0,2517,0,5800,0,88.9,2,18.9,0.19,0.08,5.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.55769,82.69231,55.71429,85.09615,84.61539,0
0.000119765,0.046460043,2304,19237682,49591,175,85.129,237500,-0.13,23313.199,9970,98.4,3,10.7,0.35,0.101,11.77,43,17.85,11.69,5.7,9.74,22.9,37.1,0,6.892,34.28571,6,2,2,2,0,0,1,5.277864192,-150000,52.40385,43.26923,48.57143,67.30769,63.46154,61.57635
9.46E-05,0.016539265,13802,145934460,834499,389659,8.823,17075200,1.02,24765.954,0,99.6,0,9.95,0.371,0.054,14.65,39.6,14.178,9.393,0.1,6.18,23.4,58.3,0,8.05,0,0,0,0,0,0,0,0,0,0,21.15385,50.96154,29.04762,31.73077,20.67308,19.21182
3.86E-07,0.002507523,5,12952209,1994,18969,494.869,26338,0,1854.211,720,70.4,3,40.37,0.229,0.401,16.09,20.3,2.974,1.642,56,4.28,4.7,21,4.617,0,32.85714,2,0,1,0,1,1,1,7.315167554,-44999,71.15385,62.01923,52.85714,59.13462,58.17308,17.24138
0,0,0,6071,0,117474,0,413,0,2500,0,97,0,12.13,0,0,6.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,53192,17,0,212.865,261,-7.11,24654.385,0,97,2,18.02,0.258,0.035,8.33,0,0,0,0,12.84,0,0,0,2.3,0,7,2,2,2,1,2,2,0,0,0,0,0,0,0,0
0,0,0,183629,25,0,293.187,616,-2.67,12951.839,0,67,2,19.68,0.2,0.07,5.08,34.9,9.721,6.405,0,11.62,0,0,87.202,1.3,0,6,2,2,2,0,2,2,0,0,0,0,0,0,0,0
0,0,0,110947,52,329,281.787,389,-7.64,10727.146,0,96,2,16.18,0.26,0.1,5.98,31.8,7.724,4.832,0,11.62,0,0,0,2.6,0,6,2,2,2,0,2,2,0,0,0,0,0,0,0,0
0,0,0,198410,0,104606,0,2944,-11.7,5600,4100,99.7,2,16.43,0.584,0.114,6.62,0,0,0,0,0,0,0,0,0,72.38095,7,2,2,2,1,2,2,1.24926366,-12500,75,73.55769,91.42857,49.03846,77.88461,72.9064
0.001237551,0.060085837,42,33938,699,58923,556.667,61,10.98,56861.47,0,96,0,10.02,0,0,8.17,0,0,0,0,5.64,0,0,0,3.8,44.28571,8,2,2,2,2,2,2,1.114573707,0,0,0,77.61905,0,0,87.68473
6.84E-05,0.017241379,15,219161,870,0,212.841,1001,-2.72,3052.714,0,79.3,2,40.25,0.148,0.167,6.47,18.7,2.886,2.162,32.3,2.42,0,0,41.34,2.9,0,8,2,2,2,2,2,1,0,0,61.53846,26.44231,64.28571,18.26923,25.96154,51.72414
8.23E-05,0.0104515,2866,34813867,274219,279379,15.322,1960582,-2.71,49045.411,20080,78.8,1,29.34,0.613,0.033,2.58,31.9,3.295,1.845,0,17.72,1.8,25.4,0,2.7,14.28571,1,0,1,0,0,0,0,6.815899824,590000,65.86539,64.90385,28.57143,53.36538,58.65385,5.91133
1.22E-05,0.020186028,204,16743930,10106,1247,82.328,196190,0.2,2470.58,950,40.2,2,32.78,0.209,0.172,9.42,18.7,3.008,1.796,38,2.42,0.4,16.6,20.859,0,31.42857,4,2,1,1,0,2,0,2.506621513,-99996,56.73077,42.30769,42.85714,49.51923,47.59615,55.66502
8.30E-05,0.022409075,565,6804596,25213,1932455,80.291,88361,-1.33,14048.881,5180,93,0,0,0.255,0.166,0,41.2,17.366,0,0,10.08,37.7,40.2,97.719,5.609,38.09524,7,2,2,2,1,1,1,2.835715452,-50000,41.82692,56.73077,49.52381,56.25,49.03846,46.30542
0,0,0,98340,114,30525,208.354,455,-5.69,26382.287,14180,58,2,16.03,0.304,0.032,6.29,36.2,8.606,5.586,1.1,10.55,7.1,35.7,0,3.6,58.57143,8,2,2,2,2,2,0,2.363911678,-1000,75.96154,71.15385,69.52381,47.59615,59.61538,54.18719
8.40E-06,0.036853685,67,7976985,1818,0,104.7,71740,0,1390.3,510,31.4,2,45.76,0.31,0.49,23.03,19.1,2.538,1.285,52.2,2.42,8.8,41.3,19.275,0,32.85714,6,2,2,2,0,2,1,14.67784291,-21000,37.01923,11.53846,44.28571,15.38461,22.59615,38.91626
4.62E-06,0.000521145,27,5850343,51809,137,7915.731,693,11.53,85535.383,54530,92.5,2,9.34,0.339,0,4.28,42.4,12.922,7.049,0,10.99,5.2,28.3,0,2.4,93.33334,8,2,2,2,2,1,1,0.870398042,298448,99.03846,100,98.57143,99.51923,97.11539,41.87192
0.000349797,0.1171875,15,42882,128,0,1209.088,0,0,36327.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.13E-06,0.012362031,28,5459643,2265,0,113.128,48845,0.3,30155.152,0,0,3,10.65,0.294,0.035,9.45,41.2,15.07,9.167,0.7,7.29,23.1,37.7,0,5.82,0,7,2,2,2,1,1,0,0,0,66.34615,75.48077,72.38095,75.96154,70.19231,76.84729
5.63E-05,0.054698457,117,2078932,2139,404,102.619,20273,1.12,31400.84,22000,99.7,0,8.98,0.369,0.028,10.31,44.5,19.062,12.93,0,7.25,20.1,25,0,4.5,65.71429,8,2,2,2,2,2,2,1.976204636,6002,80.76923,83.17308,80,75,82.69231,79.31035
0,0,0,686878,0,148500,0,28450,0,1700,1920,0,2,30.01,0.11,0.42,3.92,0,0,0,0,0,0,0,0,0,38.57143,8,2,2,2,2,2,2,1.639432196,-12000,57.69231,13.46154,57.14286,18.75,47.11538,65.02463
5.85E-06,0.028953923,93,15893219,3212,290365,23.5,637657,5.37,500,0,37.8,1,45.13,0.1,0.65,16.63,16.8,2.731,1.496,0,6.05,0,0,9.831,0.9,0.4761905,0,-77,-77,-77,-77,-77,-77,0,-199788,0,0.9615384,3.809524,0.9615384,0.4807692,3.448276
0.000131718,0.016201788,7812,59308690,482169,0,46.754,1219912,-0.29,12294.876,5430,86.4,1,18.2,0.303,0.025,22,27.3,5.344,3.053,18.9,5.52,8.1,33.2,43.993,2.32,24.28572,4,2,0,2,0,2,2,5.536708905,300000,57.21154,66.34615,36.19048,61.53846,50.96154,70.44335
